Z_PK,Z_ENT,Z_OPT,ZMAGFIELDACCURACY,ZGRAVITYX,ZGRAVITYY,ZGRAVITYZ,ZHEADING,ZMAGFIELDX,ZMAGFIELDY,ZMAGFIELDZ,ZQUATW,ZQUATX,ZQUATY,ZQUATZ,ZROTATIONRATEX,ZROTATIONRATEY,ZROTATIONRATEZ,ZTIMESTAMPEPOCH,ZUSERACCELX,ZUSERACCELY,ZUSERACCELZ,ZTIMESTAMPEST
46137,2,1,0,0.260634332895279,0.0293677058070898,-0.964990794658661,299.032836914062,1.8040771484375,3.2200813293457,5.35470581054687,-0.959040880203247,-0.018888957798481,-0.130949601531029,0.250471442937851,0.00953448191285133,-0.0853250548243523,0.00310809211805463,1560137576.99808,-0.0290500223636627,-0.0381907522678375,0.0613582730293274,"Sunday, June 9, 2019 at 11:32:56 PM Eastern Daylight Time"
46138,2,1,0,0.26280403137207,0.0267635490745306,-0.964477956295013,298.999420166016,1.54199981689453,3.21388816833496,5.2520751953125,-0.959028005599976,-0.0203800927847624,-0.131702959537506,0.250008463859558,-0.0113124465569854,-0.00124357873573899,-0.00059742946177721,1560137578.00145,0.0270972549915314,-0.0437179394066334,0.003273606300354,"Sunday, June 9, 2019 at 11:32:58 PM Eastern Daylight Time"
46139,2,1,0,0.260847151279449,0.0266729183495045,-0.965011537075043,299.089660644531,1.71403503417969,3.28759384155273,5.07534790039062,-0.95896577835083,-0.0202730223536491,-0.130702808499336,0.250779569149017,0.0163501687347889,-0.0841928571462631,-0.00712845893576741,1560137579.00485,-0.0340096652507782,-0.0458550825715065,0.000862479209899902,"Sunday, June 9, 2019 at 11:32:59 PM Eastern Daylight Time"
46140,2,1,0,0.26110902428627,0.0265832394361496,-0.96494323015213,299.192687988281,1.58195495605469,2.92661285400391,5.17977905273437,-0.958724021911621,-0.020467771217227,-0.130803152918816,0.251634329557419,-0.0177317280322313,0.0228925459086895,0.00120989070273936,1560137580.00823,0.00211969017982483,0.0159716233611107,-0.0341028571128845,"Sunday, June 9, 2019 at 11:33:00 PM Eastern Daylight Time"
46141,2,1,0,0.260242104530334,0.0313434600830078,-0.965034544467926,299.254638671875,1.77177429199219,3.20211601257324,5.0684814453125,-0.958531737327576,-0.0181452482938766,-0.130971327424049,0.252456218004227,-0.0195438712835312,0.0158880352973938,-0.0085168331861496,1560137581.01162,-0.000721335411071777,-0.00606469064950943,0.00268584489822388,"Sunday, June 9, 2019 at 11:33:01 PM Eastern Daylight Time"
46142,2,1,0,0.259590953588486,0.0338524580001831,-0.965125143527985,299.346954345703,1.50379943847656,3.85691833496094,5.28829956054687,-0.95830911397934,-0.0169640332460403,-0.130956664681435,0.253389298915863,-0.00341692171059549,-0.0122753474861383,0.00263396045193076,1560137582.01498,-0.0536288321018219,0.0273132622241974,0.0054771900177002,"Sunday, June 9, 2019 at 11:33:02 PM Eastern Daylight Time"
46143,2,1,0,0.258212596178055,0.0418427996337414,-0.965181529521942,299.356964111328,1.39405059814453,4.01067161560059,5.20547485351562,-0.958170115947723,-0.0129686556756496,-0.131305128335953,0.253970116376877,-0.00538850063458085,-0.076362818479538,-0.0041343942284584,1560137583.0184,-0.00284230709075928,0.0113220177590847,0.106760382652283,"Sunday, June 9, 2019 at 11:33:03 PM Eastern Daylight Time"
46144,2,1,0,0.259588301181793,0.042391050606966,-0.964788556098938,299.361114501953,7.55091094970703,3.38179969787598,2.17733764648437,-0.958051860332489,-0.0128920776769519,-0.132058814167976,0.254029273986816,-0.00136130629107356,-0.022301534190774,0.00120691210031509,1560137584.02176,-0.0368579626083374,-0.017165519297123,-0.0310993790626526,"Sunday, June 9, 2019 at 11:33:04 PM Eastern Daylight Time"
46145,2,1,0,0.256618350744247,0.0488261580467224,-0.965278744697571,299.194671630859,1.68192291259766,3.76025772094727,5.165283203125,-0.958441078662872,-0.0092292707413435,-0.131436124444008,0.253041476011276,0.0152513924986124,0.028543908149004,-0.00069592846557498,1560137585.02517,-0.0260133445262909,0.00418124347925186,-0.0879973173141479,"Sunday, June 9, 2019 at 11:33:05 PM Eastern Daylight Time"
46146,2,1,0,0.254000425338745,0.0506349503993988,-0.965877771377563,298.992309570312,1.48102569580078,3.89555358886719,5.180908203125,-0.959011673927307,-0.00778947770595551,-0.130385711789131,0.251466780900955,0.0881734862923622,-0.177699565887451,0.0100710671395063,1560137586.02852,-0.0381647050380707,-0.0151916928589344,0.0201307535171509,"Sunday, June 9, 2019 at 11:33:06 PM Eastern Daylight Time"
